# Generated rules
^锻造潜力\\s*([+-]?[0-9]+)$	Forging Potential $1	锻造潜力
^炼药潜力\\s*([+-]?[0-9]+)$	Alchemy Potential $1	炼药潜力
^烹饪潜力\\s*([+-]?[0-9]+)$	Cooking Potential $1	烹饪潜力
^力道\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Strength $1	力道
^灵巧\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Agility $1	灵巧
^智力\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Intelligence $1	智力
^意志\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Willpower $1	意志
^体质\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Constitution $1	体质
^经脉\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Meridians $1	经脉
^内功\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Internal Art $1	内功
^轻功\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Movement Art $1	轻功
^绝技\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Body Art $1	绝技
^拳掌\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Fist $1	拳掌
^拳掌威力\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%)$	Fist Power $1	拳掌威力
^剑法\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Sword $1	剑法
^刀法\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Blade $1	刀法
^长兵\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Polearm $1	长兵
^奇门\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Qimen $1	奇门
^射术\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Archery $1	射术
^医术\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Medicine $1	医术
^毒术\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Poison $1	毒术
^学识\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Knowledge $1	学识
^口才\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Eloquence $1	口才
^采伐\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Extraction $1	采伐
^木植\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Gathering $1	木植
^锻造\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Forging $1	锻造
^炼药\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Alchemy $1	炼药
^烹饪\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Cooking $1	烹饪
^内力上限\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Max Inner Force $1	内力上限
^内力恢复\\s*([+-]?[0-9]+(?:\\.[0-9]+)?%?)$	Inner Force Recovery $1	内力恢复
^重量\\s*([0-9]+(?:\\.[0-9]+)?)$	Weight $1	重量
^价值\\s*([0-9]+(?:\\.[0-9]+)?)$	Value $1	价值
^领悟需求:$	Understanding Requirement:	领悟需求
^修炼需求:$	Training Requirement:	修炼需求
^替换天赋:$	Replace Talent:	替换天赋
^天赋:$	Talent:	天赋
^初始不可领悟$	Initially Unlearnable	初始不可领悟
^第五重$	Layer 5	第五重
^第六重$	Layer 6	第六重
^第七重$	Layer 7	第七重
^古本$	Ancient Manuscript	古本
^善本$	Rare Manuscript	善本
^仿本$	Copy	仿本
^国合语$	National Unified Language	国合语
^流血:\\(([0-9]+)回合\\)$	Bleeding: ($1 turns)	流血
^蓄力:\\(([0-9]+)回合\\)$	Charge: ($1 turns)	蓄力
^虚弱:\\(([0-9]+)回合\\)$	Weakened: ($1 turns)	虚弱
^目盲:\\(([0-9]+)回合\\)$	Blindness: ($1 turns)	目盲
^神行:\\(([0-9]+)回合\\)$	Fleetfoot: ($1 turns)	神行
^六大属性分别为：\\n力道，灵巧，智力，意志，体质，经脉。$	The six main attributes are: Strength, Agility, Intelligence, Willpower, Constitution, and Meridians.	六大属性分别为
^九种武学技能分别为：\\n内功，轻功，绝技，拳掌，剑法，刀法，长兵，奇门，射术。$	The nine martial arts skills are: Internal Art, Movement Art, Body Art, Fist, Sword, Blade, Polearm, Qimen, Archery.	九种武学技能分别为
^各派功绩$	Faction Merit	各派功绩
^<b>木植</b>   \\[经验([0-9]+/[0-9]+)\\]\\n影响获取门派粮食/药材，巩固区域防御的效率\\n<color\\=grey><i>峨眉派金顶可提升潜力</i></color>$	<b>Gathering</b>   [Experience $1]\nAffects the efficiency of obtaining sect food and herbs, and of reinforcing area defenses.\n<color\\=grey><i>Emei Sect's Golden Summit can enhance potential.</i></color>	峨眉派金顶可提升潜力
^修炼内功/轻功/绝技获取实战经验$	Gain combat experience by training Internal Art, Movement Art, and Body Art	绝技获取实战经验
^修炼拳掌$	Practice Fist	修炼拳掌
^修炼剑法$	Practice Sword	修炼剑法
^修炼刀法$	Practice Blade	修炼刀法
^修炼长兵$	Practice Polearm	修炼长兵
^修炼奇门$	Practice Qimen	修炼奇门
^修炼射术$	Practice Archery	修炼射术
^增加资源储量\\n技能影响：口才 学识$	Increase Resource Reserves\nSkill Influence: Eloquence, Knowledge	增加资源储量
^获取门派银钱\\n技能影响：口才$	Obtain Sect Silver\nSkill Influence: Eloquence	获取门派银钱
^获取门派粮食\\n技能影响：木植$	Obtain Sect Food\nSkill Influence: Gathering	获取门派粮食
^增加资源储量\\n技能影响：木植 学识$	Increase Resource Reserves\nSkill Influence: Gathering, Knowledge	增加资源储量
^获取门派矿石\\n技能影响：采伐$	Obtain Sect Ore\nSkill Influence: Extraction	获取门派矿石
^增加资源储量\\n技能影响：采伐 学识$	Increase Resource Reserves\nSkill Influence: Extraction, Knowledge	增加资源储量
^获取门派木料\\n技能影响：采伐$	Obtain Sect Wood\nSkill Influence: Extraction	获取门派木料
^获取门派药材\\n技能影响：木植$	Obtain Sect Herbs\nSkill Influence: Gathering	获取门派药材
^获取门派威望\\n技能影响：学识$	Gain Sect Prestige\nSkill Influence: Knowledge	获取门派威望
^门派委托$	Sect Commission	门派委托
^挥师出征$	March into Battle	挥师出征
^吐纳法$	Breathing Technique	吐纳法
^轻身术$	Featherweight Technique	轻身术
^千斤坠$	Thousand Catty Drop	千斤坠
^太祖长拳$	Grand Ancestral Long Fist	太祖长拳
^御剑要术$	Swordcraft Essentials Manual	御剑要术
^劈柴刀法$	Woodcutter's Blade	劈柴刀法
^禁军枪术$	Imperial Guard Spear Technique	禁军枪术
^三路鞭法$	Three-Route Whip Technique	三路鞭法
^飞镖要诀$	Dart Technique	飞镖要诀
^玉带诀$	Jade Belt Manual	玉带诀
^走壁功$	Wall-Climbing Art	走壁功
^柔身术$	Soft Body Technique	柔身术
^螳螂拳$	Mantis Fist	螳螂拳
^连环剑法$	Chain Sword	连环剑法
^软玄功$	Soft Mystic Art	软玄功
^惊涛掌$	Furious Wave Palm	惊涛掌
^飞星快剑$	Swift Star Sword	飞星快剑
^无影乱剑$	Formless Chaotic Sword	无影乱剑
^春秋笔法$	Spring and Autumn Brush Technique	春秋笔法
^防:太祖长拳$	Defense: Grand Ancestral Long Fist	太祖长拳
^防:定军枪$	Defense: Dingjun Spear Technique	定军枪
^防:拈花指$	Defense: Flower Pinch Finger Technique	拈花指
^防:镇魔斩妖刀$	Defense: Demon-Slaying Sword of Exorcism	镇魔斩妖刀
^防:碧血洗银枪$	Defense: Jade Blood Silver Lance	碧血洗银枪
^防:劈天刀法$	Defense: Heaven-Splitting Blade	劈天刀法
^防:连环剑法$	Defense: Chain Sword	连环剑法
^这<color\\=#2779FA>泼墨成画功</color>乃我成名绝学$	This <color\\=#2779FA>Ink Painting Technique</color> is my signature art.	乃我成名绝学
^阅读《<color\\=#8C8C8C>太祖长拳</color>》中\\.\\.\\.$	Reading 《<color\\=#8C8C8C>Grand Ancestral Long Fist</color>》...	太祖长拳
^枯木\\n([0-9]+/[0-9]+)$	Withered Tree\n$1	枯木
^灌木\\n([0-9]+/[0-9]+)$	Shrub\n$1	灌木
^大型灌木\\n([0-9]+/[0-9]+)$	Large Shrub\n$1	大型灌木
^造景\\n([0-9]+/[0-9]+)$	Scenery\n$1	造景
^板车\\n([0-9]+/[0-9]+)$	Handcart\n$1	板车
^队友\\s*(\\d+/\\d+)$	Teamsize $1	队友
^([0-9]+)年([0-9]+)月([0-9]+)日$	Year $1, Month $2, Day $3	年
^经验\\s*([0-9]+)$	Experience $1	经验
^经验([+-][0-9]+(?:\\.[0-9]+)?%?)$	Experience $1	经验
^冲破经验([+-][0-9]+(?:\\.[0-9]+)?)$	Breakthrough Experience $1	冲破经验
^\\(消耗银钱([0-9]+)\\)$	(Cost: $1 Silver)	消耗银钱
^武学上限\\s*([+-][0-9]+)$	Martial Arts Limit $1	武学上限
^(.+?)银钱([+-][0-9]+)$	$1 Silver $2	银钱
^(.+?)声望([+-][0-9]+)(\\([+-]?[0-9]+%\\))?$	$1 Reputation $2$3	声望
^AI门派发展速度\\s*([+-][0-9]+)$	AI Sect Development Speed $1	门派发展速度
^建筑([0-9]+)级解锁$	Unlocked at Building Level $1	级解锁
^Nimble :\\(([0-9]+)回合\\)\\n<color\\=orange>\\[攻\\]</color>Speed \\+50%$	Nimbleness: ($1 turns)\n<color\\=orange>[Attack]</color>Speed +50%	回合
^Eagle Eye :\\(([0-9]+)回合\\)\\n<color\\=orange>\\[攻\\]</color>Accuracy \\+50%$	Keen Sight: ($1 turns)\n<color\\=orange>[Attack]</color>Accuracy +50%	回合
^属性潜力\\s*([0-9]+)$	Attribute Potential $1	属性潜力
^武学潜力\\s*([0-9]+)$	Martial Arts Potential $1	武学潜力
^技艺潜力\\s*([0-9]+)$	Life Skill Potential $1	技艺潜力
^天赋点\\s*([0-9]+)$	Talent Points $1	天赋点
^初始上限\\s*([0-9]+/[0-9]+)$	Initial Limit $1	初始上限
^仁慈\\s*(\\([0-9]\\)|\\(1[0-9]\\))$	Merciful $1	仁慈
^善良\\s*(\\(2[0-9]\\)|\\(3[0-9]\\))$	Kind $1	善良
^中立\\s*(\\(4[0-9]\\)|\\(5[0-9]\\))$	Neutral $1	中立
^冷酷\\s*(\\(6[0-9]\\)|\\(7[0-9]\\))$	Cold-Blooded $1	冷酷
^凶狠\\s*(\\(8[0-9]\\)|\\(9[0-9]\\)|\\(100\\))$	Ruthless $1	凶狠
^戒律\\s*(\\([0-9]\\)|\\(1[0-9]\\))$	Disciplined $1	戒律
^守序\\s*(\\(2[0-9]\\)|\\(3[0-9]\\))$	Lawful $1	守序
^平常\\s*(\\(4[0-9]\\)|\\(5[0-9]\\))$	Even $1	平常
^无序\\s*(\\(6[0-9]\\)|\\(7[0-9]\\))$	Rebellious $1	无序
^混乱\\s*(\\(8[0-9]\\)|\\(9[0-9]\\)|\\(100\\))$	Chaotic $1	混乱
^内伤([+-][0-9]+)$	Internal Injury $1	内伤
^外伤([+-][0-9]+)$	External Injury $1	外伤
^中毒([+-][0-9]+)$	Poison $1	中毒
^生命([+-][0-9]+)$	Health $1	生命
^内力([+-][0-9]+)$	Inner Force $1	内力
^内伤超过([0-9]+)时，治疗效果-75%$	Healing is reduced by 75% when Internal Injury exceeds $1.	内伤超过
^外伤超过([0-9]+)时，治疗效果-75%$	Healing is reduced by 75% when External Injury exceeds $1.	外伤超过
^中毒超过([0-9]+)时，治疗效果-75%$	Healing is reduced by 75% when Poison exceeds $1.	中毒超过
^拳掌([+-][0-9.]+)$	Fist $1	拳掌
^刀法([+-][0-9.]+)$	Blade $1	刀法
^剑法([+-][0-9.]+)$	Sword $1	剑法
^射术([+-][0-9.]+)$	Archery $1	射术
^医术([+-][0-9.]+)$	Medicine $1	医术
^毒术([+-][0-9.]+)$	Poison $1	毒术
^学识([+-][0-9.]+)$	Knowledge $1	学识
^口才([+-][0-9.]+)$	Eloquence $1	口才
^采伐([+-][0-9.]+)$	Extraction $1	采伐
^木植([+-][0-9.]+)$	Gathering $1	木植
^锻造([+-][0-9.]+)$	Forging $1	锻造
^炼药([+-][0-9.]+)$	Alchemy $1	炼药
^烹饪([+-][0-9.]+)$	Cooking $1	烹饪
^力道([+-][0-9.]+)$	Strength $1	力道
^体质([+-][0-9.]+)$	Constitution $1	体质
^意志([+-][0-9.]+)$	Willpower $1	意志
^智力([+-][0-9.]+)$	Intelligence $1	智力
^经脉([+-][0-9.]+)$	Meridians $1	经脉
^生命上限([+-][0-9.]+)$	Max Health $1	生命上限
^内力上限([+-][0-9.]+)$	Max Inner Force $1	内力上限
^内力恢复([+-][0-9.]+)$	Inner Force Recovery $1	内力恢复
^经验获取([+-][0-9.]+%)$	Experience Gain $1	经验获取
^理论经验([+-][0-9.]+%)$	Theory Experience $1	理论经验
^实战经验([+-][0-9.]+%)$	Practice Experience $1	实战经验
^命中([+-][0-9.]+%)$	Accuracy $1	命中
^闪避([+-][0-9.]+%)$	Dodge $1	闪避
^暴击([+-][0-9.]+%)$	Critical Hit $1	暴击
^连击([+-][0-9.]+%)$	Combo Rate $1	连击
^反击([+-][0-9.]+%)$	Counterattack $1	反击
^压制([+-][0-9.]+%)$	Suppression $1	压制
^断连([+-][0-9.]+%)$	Disruption $1	断连
^卸力([+-][0-9.]+%)$	Force Deflection $1	卸力
^负面抗性([+-][0-9.]+%)$	Negative Status Resistance $1	负面抗性
^伤势抗性([+-][0-9.]+%)$	Injury Resistance $1	伤势抗性
^恢复效率([+-]?[0-9.]+%)$	Recovery Efficiency $1	恢复效率
^速度([+-]?[0-9.]+%)$	Speed $1	速度
^\\[理论([0-9]+/[0-9]+)\\]$	[Theory $1]	理论
^\\[实战([0-9]+/[0-9]+)\\]$	[Practical Combat $1]	实战
^([0-9]+)天$	$1 days	天
^([0-9]+)日$	$1 days	日
^重量([0-9.]+)$	Weight $1	重量
^价值([0-9]+)$	Value $1	价值
^鉴定学识\\s*([0-9]+)$	Appraisal Knowledge $1	鉴定学识
^工艺\\s*(.+)$	Craftsmanship $1	工艺
^重量\\s*([0-9]+(?:\\.[0-9]+)?)(\\([^\\)]*\\))?$	Weight $1$2	重量
^价值\\s*([0-9]+(?:\\.[0-9]+)?(?:\\([^\\)]*\\))?)$	Value $1	价值
^护甲\\s*([+\\-]?[0-9]+(?:\\.[0-9]+)?%?)$	Armor $1	护甲
^护甲率\\s*([+\\-]?[0-9]+(?:\\.[0-9]+)?%)$	Armor Rate $1	护甲率
^压制\\s*([+\\-]?[0-9]+(?:\\.[0-9]+)?%)$	Suppression $1	压制
^卸力\\s*([+\\-]?[0-9]+(?:\\.[0-9]+)?%)$	Force Deflection $1	卸力
^伤害\\s*([+\\-]?[0-9]+(?:\\.[0-9]+)?%)$	Damage $1	伤害
^生命\\s*([+\\-]?[0-9]+(?:\\.[0-9]+)?%?)$	Health $1	生命
^外伤\\s*([+\\-]?[0-9]+(?:\\.[0-9]+)?%?)$	External Injury $1	外伤
^疯魔\\s*([+\\-]?[0-9]+(?:\\.[0-9]+)?%)$	Frenzy $1	疯魔
^制作效率\\s*([+\\-]?[0-9]+(?:\\.[0-9]+)?%)$	Crafting Efficiency $1	制作效率
^眩晕\\s*([+\\-]?[0-9]+(?:\\.[0-9]+)?%)$	Stun $1	眩晕
^铜皮\\s*([+\\-]?[0-9]+(?:\\.[0-9]+)?%)$	Copper Skin $1	铜皮
^刀法威力\\s*([+\\-]?[0-9]+(?:\\.[0-9]+)?%)$	Blade Power $1	刀法威力
^剑法威力\\s*([+\\-]?[0-9]+(?:\\.[0-9]+)?%)$	Sword Power $1	剑法威力
^长兵威力\\s*([+\\-]?[0-9]+(?:\\.[0-9]+)?%)$	Polearm Power $1	长兵威力
^奇门威力\\s*([+\\-]?[0-9]+(?:\\.[0-9]+)?%)$	Qimen Power $1	奇门威力
^射术威力\\s*([+\\-]?[0-9]+(?:\\.[0-9]+)?%)$	Archery Power $1	射术威力
^\\[淬毒([0-9]+)\\]$	[Poison Tempering $1]	淬毒
^(<color\\=[^>]+>)铜皮([+\\-]?[0-9]+(?:\\.[0-9]+)?%)</color>$	$1Copper Skin $2</color>	铜皮
^<color\\=#00B400>\\(已习得 第([0-9]+)重\\)</color>$	<color\\=#00B400>(Learned, Layer $1)</color>	已习得
^<b><color\\=#FF8C00>基础伤害\\s*([0-9]+)</color></b>$	<b><color\\=#FF8C00>Base Damage $1</color></b>	基础伤害
^<size\\=14><color\\=#0066FF>内力消耗\\s*([0-9]+)</color></size>$	<size\\=14><color\\=#0066FF>Inner Force Cost $1</color></size>	内力消耗
^伤害加成$	Damage Scaling	伤害加成
^装备效果$	Equipment Effect	装备效果
^升级效果$	Upgrade Effect	升级效果
^修炼需求$	Training Requirement	修炼需求
^进攻架势$	Offensive Stance	进攻架势
^防御架势$	Defensive Stance	防御架势
^<i><color\\=grey>左Shift查看详情</color></i>$	<i><color\\=grey>Left Shift for Details</color></i>	查看详情
^生命([+-]?[0-9.]+%?)$	Health $1	生命
^生命上限([+-]?[0-9.]+%?)$	Max Health $1	生命上限
^内力恢复([+-]?[0-9.]+%?)$	Inner Force Recovery $1	内力恢复
^命中([+-]?[0-9.]+%?)$	Accuracy $1	命中
^闪避([+-]?[0-9.]+%?)$	Dodge $1	闪避
^暴击([+-]?[0-9.]+%?)$	Critical Hit $1	暴击
^连击([+-]?[0-9.]+%?)$	Combo Rate $1	连击
^反击([+-]?[0-9.]+%?)$	Counterattack $1	反击
^压制([+-]?[0-9.]+%?)$	Suppression $1	压制
^断连([+-]?[0-9.]+%?)$	Disruption $1	断连
^卸力([+-]?[0-9.]+%?)$	Force Deflection $1	卸力
^护甲([+-]?[0-9.]+%?)$	Armor $1	护甲
^恢复效率([+-]?[0-9.]+%?)$	Recovery Efficiency $1	恢复效率
^负面抗性([+-]?[0-9.]+%?)$	Negative Status Resistance $1	负面抗性
^伤势抗性([+-]?[0-9.]+%?)$	Injury Resistance $1	伤势抗性
^伤害抗性([+-]?[0-9.]+%?)$	Damage Resistance $1	伤害抗性
^杀机([+-]?[0-9.]+%?)$	Killing Intent $1	杀机
^慧眼([+-]?[0-9.]+%?)$	Keen Sight $1	慧眼
^穿甲([+-]?[0-9.]+%?)$	Armor-Piercing $1	穿甲
^无敌([+-]?[0-9.]+%?)$	Invincibility $1	无敌
^神行([+-]?[0-9.]+%?)$	Fleetfoot $1	神行
^轻灵([+-]?[0-9.]+%?)$	Nimbleness $1	轻灵
^飘逸([+-]?[0-9.]+%?)$	Grace $1	飘逸
^内伤([+-]?[0-9.]+%?)$	Internal Injury $1	内伤
^外伤([+-]?[0-9.]+%?)$	External Injury $1	外伤
^中毒([+-]?[0-9.]+%?)$	Poison $1	中毒
^速度([+-]?[0-9.]+%?)$	Speed $1	速度
^急速([+-]?[0-9.]+%?)$	Haste $1	急速
^体力([+-]?[0-9.]+%?)$	Stamina $1	体力
^体力上限([+-]?[0-9.]+%?)$	Max Stamina $1	体力上限
^内力([+-]?[0-9.]+%?)$	Inner Force $1	内力
^蓄力([+-]?[0-9.]+%?)$	Charge $1	蓄力
^吸血([+-]?[0-9.]+%?)$	Life Steal $1	吸血
^连绵([+-]?[0-9.]+%?)$	Combo Momentum $1	连绵
^冰寒([+-]?[0-9.]+%?)$	Icy Chill $1	冰寒
^吸内([+-]?[0-9.]+%?)$	Inner Force Siphon $1	吸内
^削内([+-]?[0-9.]+%?)$	Inner Force Drain $1	削内
^霸体([+-]?[0-9.]+%?)$	Super Armor $1	霸体
^内劲([+-]?[0-9.]+%?)$	Inner Force $1	内劲
^内力上限([+-]?[0-9.]+%?)$	Max Inner Force $1	内力上限
^绝技([+-][0-9.]+)$	Body Art $1	绝技
^绝技潜力([+-][0-9.]+)$	Body Art Potential $1	绝技潜力
^内功([+-][0-9.]+)$	Internal Art $1	内功
^内功潜力([+-][0-9.]+)$	Internal Art Potential $1	内功潜力
^轻功([+-][0-9.]+)$	Movement Art $1	轻功
^轻功潜力([+-][0-9.]+)$	Movement Art Potential $1	轻功潜力
^奇门([+-][0-9.]+)$	Qimen $1	奇门
^长兵([+-][0-9.]+)$	Polearm $1	长兵
^灵巧([+-][0-9.]+)$	Agility $1	灵巧
^智力([+\\-][0-9.]+%?)$	Intelligence $1	智力
^意志([+\\-][0-9.]+%?)$	Willpower $1	意志
